"","Coral","PIC","Prevalence","SITE","DEPTH","Site_Depth"
"389","Podbacia","MKN9009",0,"IUI-S","25","IUI-S_25"
"390","Porites","MKN9009",1,"IUI-S","25","IUI-S_25"
"391","Psammocora","MKN9009",0,"IUI-S","25","IUI-S_25"
"392","Sclerophyllia","MKN9009",0,"IUI-S","25","IUI-S_25"
"393","Seriatopora","MKN9009",0,"IUI-S","25","IUI-S_25"
"394","Siderastrea","MKN9009",0,"IUI-S","25","IUI-S_25"
"395","Stylophora","MKN9009",2,"IUI-S","25","IUI-S_25"
"396","Turbinaria","MKN9009",0,"IUI-S","25","IUI-S_25"
"397","Acanthastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"398","Acropora","MKN9010",1,"IUI-S","25","IUI-S_25"
"399","Alveopora","MKN9010",0,"IUI-S","25","IUI-S_25"
"400","Astrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"401","Astreopora","MKN9010",1,"IUI-S","25","IUI-S_25"
"402","Blastomussa","MKN9010",0,"IUI-S","25","IUI-S_25"
"403","Coscinaraea","MKN9010",0,"IUI-S","25","IUI-S_25"
"404","Cynarina","MKN9010",0,"IUI-S","25","IUI-S_25"
"405","Cyphastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"406","Dipsastraea","MKN9010",0,"IUI-S","25","IUI-S_25"
"407","Echinophyllia","MKN9010",0,"IUI-S","25","IUI-S_25"
"408","Echinopora","MKN9010",0,"IUI-S","25","IUI-S_25"
"409","Erythrastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"410","Euphyllia","MKN9010",0,"IUI-S","25","IUI-S_25"
"411","Favites","MKN9010",0,"IUI-S","25","IUI-S_25"
"412","Fungia","MKN9010",0,"IUI-S","25","IUI-S_25"
"413","Galaxea","MKN9010",0,"IUI-S","25","IUI-S_25"
"414","Goniastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"415","Goniopora","MKN9010",0,"IUI-S","25","IUI-S_25"
"416","Gyrosmilia","MKN9010",1,"IUI-S","25","IUI-S_25"
"417","HC","MKN9010",0,"IUI-S","25","IUI-S_25"
"418","Hydnophora","MKN9010",0,"IUI-S","25","IUI-S_25"
"419","Leptastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"420","Leptoseris","MKN9010",0,"IUI-S","25","IUI-S_25"
"421","Lobophyllia","MKN9010",0,"IUI-S","25","IUI-S_25"
"422","Madracis","MKN9010",0,"IUI-S","25","IUI-S_25"
"423","Merulina","MKN9010",0,"IUI-S","25","IUI-S_25"
"424","Montipora","MKN9010",0,"IUI-S","25","IUI-S_25"
"425","Mycedium","MKN9010",0,"IUI-S","25","IUI-S_25"
"426","Oxypora","MKN9010",0,"IUI-S","25","IUI-S_25"
"427","Pachyseris","MKN9010",0,"IUI-S","25","IUI-S_25"
"428","Paramontastraea","MKN9010",0,"IUI-S","25","IUI-S_25"
"429","Pavona","MKN9010",0,"IUI-S","25","IUI-S_25"
"430","Platygyra","MKN9010",0,"IUI-S","25","IUI-S_25"
"431","Plerogyra","MKN9010",0,"IUI-S","25","IUI-S_25"
"432","Pocillopora","MKN9010",0,"IUI-S","25","IUI-S_25"
"433","Podbacia","MKN9010",0,"IUI-S","25","IUI-S_25"
"434","Porites","MKN9010",0,"IUI-S","25","IUI-S_25"
"435","Psammocora","MKN9010",0,"IUI-S","25","IUI-S_25"
"436","Sclerophyllia","MKN9010",0,"IUI-S","25","IUI-S_25"
"437","Seriatopora","MKN9010",0,"IUI-S","25","IUI-S_25"
"438","Siderastrea","MKN9010",0,"IUI-S","25","IUI-S_25"
"439","Stylophora","MKN9010",2,"IUI-S","25","IUI-S_25"
"440","Turbinaria","MKN9010",0,"IUI-S","25","IUI-S_25"
"441","Acanthastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"442","Acropora","MKN9012",2,"IUI-S","25","IUI-S_25"
"443","Alveopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"444","Astrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"445","Astreopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"446","Blastomussa","MKN9012",0,"IUI-S","25","IUI-S_25"
"447","Coscinaraea","MKN9012",0,"IUI-S","25","IUI-S_25"
"448","Cynarina","MKN9012",0,"IUI-S","25","IUI-S_25"
"449","Cyphastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"450","Dipsastraea","MKN9012",0,"IUI-S","25","IUI-S_25"
"451","Echinophyllia","MKN9012",0,"IUI-S","25","IUI-S_25"
"452","Echinopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"453","Erythrastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"454","Euphyllia","MKN9012",0,"IUI-S","25","IUI-S_25"
"455","Favites","MKN9012",0,"IUI-S","25","IUI-S_25"
"456","Fungia","MKN9012",0,"IUI-S","25","IUI-S_25"
"457","Galaxea","MKN9012",0,"IUI-S","25","IUI-S_25"
"458","Goniastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"459","Goniopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"460","Gyrosmilia","MKN9012",1,"IUI-S","25","IUI-S_25"
"461","HC","MKN9012",0,"IUI-S","25","IUI-S_25"
"462","Hydnophora","MKN9012",0,"IUI-S","25","IUI-S_25"
"463","Leptastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"464","Leptoseris","MKN9012",0,"IUI-S","25","IUI-S_25"
"465","Lobophyllia","MKN9012",0,"IUI-S","25","IUI-S_25"
"466","Madracis","MKN9012",0,"IUI-S","25","IUI-S_25"
"467","Merulina","MKN9012",0,"IUI-S","25","IUI-S_25"
"468","Montipora","MKN9012",0,"IUI-S","25","IUI-S_25"
"469","Mycedium","MKN9012",0,"IUI-S","25","IUI-S_25"
"470","Oxypora","MKN9012",0,"IUI-S","25","IUI-S_25"
"471","Pachyseris","MKN9012",0,"IUI-S","25","IUI-S_25"
"472","Paramontastraea","MKN9012",0,"IUI-S","25","IUI-S_25"
"473","Pavona","MKN9012",0,"IUI-S","25","IUI-S_25"
"474","Platygyra","MKN9012",0,"IUI-S","25","IUI-S_25"
"475","Plerogyra","MKN9012",0,"IUI-S","25","IUI-S_25"
"476","Pocillopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"477","Podbacia","MKN9012",0,"IUI-S","25","IUI-S_25"
"478","Porites","MKN9012",0,"IUI-S","25","IUI-S_25"
"479","Psammocora","MKN9012",0,"IUI-S","25","IUI-S_25"
"480","Sclerophyllia","MKN9012",0,"IUI-S","25","IUI-S_25"
"481","Seriatopora","MKN9012",0,"IUI-S","25","IUI-S_25"
"482","Siderastrea","MKN9012",0,"IUI-S","25","IUI-S_25"
"483","Stylophora","MKN9012",1,"IUI-S","25","IUI-S_25"
"484","Turbinaria","MKN9012",0,"IUI-S","25","IUI-S_25"
"485","Acanthastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"486","Acropora","MKN9013",4,"IUI-S","25","IUI-S_25"
"487","Alveopora","MKN9013",0,"IUI-S","25","IUI-S_25"
"488","Astrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"489","Astreopora","MKN9013",0,"IUI-S","25","IUI-S_25"
"490","Blastomussa","MKN9013",0,"IUI-S","25","IUI-S_25"
"491","Coscinaraea","MKN9013",0,"IUI-S","25","IUI-S_25"
"492","Cynarina","MKN9013",0,"IUI-S","25","IUI-S_25"
"493","Cyphastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"494","Dipsastraea","MKN9013",0,"IUI-S","25","IUI-S_25"
"495","Echinophyllia","MKN9013",0,"IUI-S","25","IUI-S_25"
"496","Echinopora","MKN9013",1,"IUI-S","25","IUI-S_25"
"497","Erythrastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"498","Euphyllia","MKN9013",0,"IUI-S","25","IUI-S_25"
"499","Favites","MKN9013",0,"IUI-S","25","IUI-S_25"
"500","Fungia","MKN9013",0,"IUI-S","25","IUI-S_25"
"501","Galaxea","MKN9013",0,"IUI-S","25","IUI-S_25"
"502","Goniastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"503","Goniopora","MKN9013",0,"IUI-S","25","IUI-S_25"
"504","Gyrosmilia","MKN9013",1,"IUI-S","25","IUI-S_25"
"505","HC","MKN9013",0,"IUI-S","25","IUI-S_25"
"506","Hydnophora","MKN9013",0,"IUI-S","25","IUI-S_25"
"507","Leptastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"508","Leptoseris","MKN9013",0,"IUI-S","25","IUI-S_25"
"509","Lobophyllia","MKN9013",0,"IUI-S","25","IUI-S_25"
"510","Madracis","MKN9013",0,"IUI-S","25","IUI-S_25"
"511","Merulina","MKN9013",0,"IUI-S","25","IUI-S_25"
"512","Montipora","MKN9013",1,"IUI-S","25","IUI-S_25"
"513","Mycedium","MKN9013",0,"IUI-S","25","IUI-S_25"
"514","Oxypora","MKN9013",0,"IUI-S","25","IUI-S_25"
"515","Pachyseris","MKN9013",0,"IUI-S","25","IUI-S_25"
"516","Paramontastraea","MKN9013",0,"IUI-S","25","IUI-S_25"
"517","Pavona","MKN9013",0,"IUI-S","25","IUI-S_25"
"518","Platygyra","MKN9013",0,"IUI-S","25","IUI-S_25"
"519","Plerogyra","MKN9013",0,"IUI-S","25","IUI-S_25"
"520","Pocillopora","MKN9013",0,"IUI-S","25","IUI-S_25"
"521","Podbacia","MKN9013",0,"IUI-S","25","IUI-S_25"
"522","Porites","MKN9013",0,"IUI-S","25","IUI-S_25"
"523","Psammocora","MKN9013",0,"IUI-S","25","IUI-S_25"
"524","Sclerophyllia","MKN9013",0,"IUI-S","25","IUI-S_25"
"525","Seriatopora","MKN9013",0,"IUI-S","25","IUI-S_25"
"526","Siderastrea","MKN9013",0,"IUI-S","25","IUI-S_25"
"527","Stylophora","MKN9013",1,"IUI-S","25","IUI-S_25"
"528","Turbinaria","MKN9013",0,"IUI-S","25","IUI-S_25"
"529","Acanthastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"530","Acropora","MKN9015",2,"IUI-S","25","IUI-S_25"
"531","Alveopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"532","Astrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"533","Astreopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"534","Blastomussa","MKN9015",0,"IUI-S","25","IUI-S_25"
"535","Coscinaraea","MKN9015",0,"IUI-S","25","IUI-S_25"
"536","Cynarina","MKN9015",0,"IUI-S","25","IUI-S_25"
"537","Cyphastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"538","Dipsastraea","MKN9015",0,"IUI-S","25","IUI-S_25"
"539","Echinophyllia","MKN9015",0,"IUI-S","25","IUI-S_25"
"540","Echinopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"541","Erythrastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"542","Euphyllia","MKN9015",0,"IUI-S","25","IUI-S_25"
"543","Favites","MKN9015",0,"IUI-S","25","IUI-S_25"
"544","Fungia","MKN9015",0,"IUI-S","25","IUI-S_25"
"545","Galaxea","MKN9015",0,"IUI-S","25","IUI-S_25"
"546","Goniastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"547","Goniopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"548","Gyrosmilia","MKN9015",7,"IUI-S","25","IUI-S_25"
"549","HC","MKN9015",1,"IUI-S","25","IUI-S_25"
"550","Hydnophora","MKN9015",0,"IUI-S","25","IUI-S_25"
"551","Leptastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"552","Leptoseris","MKN9015",0,"IUI-S","25","IUI-S_25"
"553","Lobophyllia","MKN9015",0,"IUI-S","25","IUI-S_25"
"554","Madracis","MKN9015",0,"IUI-S","25","IUI-S_25"
"555","Merulina","MKN9015",0,"IUI-S","25","IUI-S_25"
"556","Montipora","MKN9015",0,"IUI-S","25","IUI-S_25"
"557","Mycedium","MKN9015",0,"IUI-S","25","IUI-S_25"
"558","Oxypora","MKN9015",0,"IUI-S","25","IUI-S_25"
"559","Pachyseris","MKN9015",0,"IUI-S","25","IUI-S_25"
"560","Paramontastraea","MKN9015",0,"IUI-S","25","IUI-S_25"
"561","Pavona","MKN9015",0,"IUI-S","25","IUI-S_25"
"562","Platygyra","MKN9015",0,"IUI-S","25","IUI-S_25"
"563","Plerogyra","MKN9015",0,"IUI-S","25","IUI-S_25"
"564","Pocillopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"565","Podbacia","MKN9015",0,"IUI-S","25","IUI-S_25"
"566","Porites","MKN9015",0,"IUI-S","25","IUI-S_25"
"567","Psammocora","MKN9015",0,"IUI-S","25","IUI-S_25"
"568","Sclerophyllia","MKN9015",0,"IUI-S","25","IUI-S_25"
"569","Seriatopora","MKN9015",0,"IUI-S","25","IUI-S_25"
"570","Siderastrea","MKN9015",0,"IUI-S","25","IUI-S_25"
"571","Stylophora","MKN9015",0,"IUI-S","25","IUI-S_25"
"572","Turbinaria","MKN9015",0,"IUI-S","25","IUI-S_25"
"573","Acanthastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"574","Acropora","MKN9016",5,"IUI-S","25","IUI-S_25"
"575","Alveopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"576","Astrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"577","Astreopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"578","Blastomussa","MKN9016",0,"IUI-S","25","IUI-S_25"
"579","Coscinaraea","MKN9016",0,"IUI-S","25","IUI-S_25"
"580","Cynarina","MKN9016",0,"IUI-S","25","IUI-S_25"
"581","Cyphastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"582","Dipsastraea","MKN9016",1,"IUI-S","25","IUI-S_25"
"583","Echinophyllia","MKN9016",1,"IUI-S","25","IUI-S_25"
"584","Echinopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"585","Erythrastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"586","Euphyllia","MKN9016",0,"IUI-S","25","IUI-S_25"
"587","Favites","MKN9016",0,"IUI-S","25","IUI-S_25"
"588","Fungia","MKN9016",0,"IUI-S","25","IUI-S_25"
"589","Galaxea","MKN9016",0,"IUI-S","25","IUI-S_25"
"590","Goniastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"591","Goniopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"592","Gyrosmilia","MKN9016",5,"IUI-S","25","IUI-S_25"
"593","HC","MKN9016",0,"IUI-S","25","IUI-S_25"
"594","Hydnophora","MKN9016",0,"IUI-S","25","IUI-S_25"
"595","Leptastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"596","Leptoseris","MKN9016",2,"IUI-S","25","IUI-S_25"
"597","Lobophyllia","MKN9016",0,"IUI-S","25","IUI-S_25"
"598","Madracis","MKN9016",0,"IUI-S","25","IUI-S_25"
"599","Merulina","MKN9016",0,"IUI-S","25","IUI-S_25"
"600","Montipora","MKN9016",0,"IUI-S","25","IUI-S_25"
"601","Mycedium","MKN9016",0,"IUI-S","25","IUI-S_25"
"602","Oxypora","MKN9016",0,"IUI-S","25","IUI-S_25"
"603","Pachyseris","MKN9016",0,"IUI-S","25","IUI-S_25"
"604","Paramontastraea","MKN9016",0,"IUI-S","25","IUI-S_25"
"605","Pavona","MKN9016",0,"IUI-S","25","IUI-S_25"
"606","Platygyra","MKN9016",0,"IUI-S","25","IUI-S_25"
"607","Plerogyra","MKN9016",0,"IUI-S","25","IUI-S_25"
"608","Pocillopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"609","Podbacia","MKN9016",0,"IUI-S","25","IUI-S_25"
"610","Porites","MKN9016",0,"IUI-S","25","IUI-S_25"
"611","Psammocora","MKN9016",0,"IUI-S","25","IUI-S_25"
"612","Sclerophyllia","MKN9016",0,"IUI-S","25","IUI-S_25"
"613","Seriatopora","MKN9016",0,"IUI-S","25","IUI-S_25"
"614","Siderastrea","MKN9016",0,"IUI-S","25","IUI-S_25"
"615","Stylophora","MKN9016",1,"IUI-S","25","IUI-S_25"
"616","Turbinaria","MKN9016",0,"IUI-S","25","IUI-S_25"
"617","Acanthastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"618","Acropora","MKN9021",1,"IUI-S","25","IUI-S_25"
"619","Alveopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"620","Astrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"621","Astreopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"622","Blastomussa","MKN9021",0,"IUI-S","25","IUI-S_25"
"623","Coscinaraea","MKN9021",0,"IUI-S","25","IUI-S_25"
"624","Cynarina","MKN9021",0,"IUI-S","25","IUI-S_25"
"625","Cyphastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"626","Dipsastraea","MKN9021",0,"IUI-S","25","IUI-S_25"
"627","Echinophyllia","MKN9021",0,"IUI-S","25","IUI-S_25"
"628","Echinopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"629","Erythrastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"630","Euphyllia","MKN9021",0,"IUI-S","25","IUI-S_25"
"631","Favites","MKN9021",0,"IUI-S","25","IUI-S_25"
"632","Fungia","MKN9021",0,"IUI-S","25","IUI-S_25"
"633","Galaxea","MKN9021",0,"IUI-S","25","IUI-S_25"
"634","Goniastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"635","Goniopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"636","Gyrosmilia","MKN9021",2,"IUI-S","25","IUI-S_25"
"637","HC","MKN9021",0,"IUI-S","25","IUI-S_25"
"638","Hydnophora","MKN9021",0,"IUI-S","25","IUI-S_25"
"639","Leptastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"640","Leptoseris","MKN9021",0,"IUI-S","25","IUI-S_25"
"641","Lobophyllia","MKN9021",0,"IUI-S","25","IUI-S_25"
"642","Madracis","MKN9021",0,"IUI-S","25","IUI-S_25"
"643","Merulina","MKN9021",0,"IUI-S","25","IUI-S_25"
"644","Montipora","MKN9021",0,"IUI-S","25","IUI-S_25"
"645","Mycedium","MKN9021",0,"IUI-S","25","IUI-S_25"
"646","Oxypora","MKN9021",0,"IUI-S","25","IUI-S_25"
"647","Pachyseris","MKN9021",0,"IUI-S","25","IUI-S_25"
"648","Paramontastraea","MKN9021",0,"IUI-S","25","IUI-S_25"
"649","Pavona","MKN9021",0,"IUI-S","25","IUI-S_25"
"650","Platygyra","MKN9021",0,"IUI-S","25","IUI-S_25"
"651","Plerogyra","MKN9021",0,"IUI-S","25","IUI-S_25"
"652","Pocillopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"653","Podbacia","MKN9021",0,"IUI-S","25","IUI-S_25"
"654","Porites","MKN9021",0,"IUI-S","25","IUI-S_25"
"655","Psammocora","MKN9021",0,"IUI-S","25","IUI-S_25"
"656","Sclerophyllia","MKN9021",0,"IUI-S","25","IUI-S_25"
"657","Seriatopora","MKN9021",0,"IUI-S","25","IUI-S_25"
"658","Siderastrea","MKN9021",0,"IUI-S","25","IUI-S_25"
"659","Stylophora","MKN9021",1,"IUI-S","25","IUI-S_25"
"660","Turbinaria","MKN9021",0,"IUI-S","25","IUI-S_25"
"661","Acanthastrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"662","Acropora","MKN9023",5,"IUI-S","25","IUI-S_25"
"663","Alveopora","MKN9023",0,"IUI-S","25","IUI-S_25"
"664","Astrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"665","Astreopora","MKN9023",0,"IUI-S","25","IUI-S_25"
"666","Blastomussa","MKN9023",0,"IUI-S","25","IUI-S_25"
"667","Coscinaraea","MKN9023",0,"IUI-S","25","IUI-S_25"
"668","Cynarina","MKN9023",0,"IUI-S","25","IUI-S_25"
"669","Cyphastrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"670","Dipsastraea","MKN9023",0,"IUI-S","25","IUI-S_25"
"671","Echinophyllia","MKN9023",0,"IUI-S","25","IUI-S_25"
"672","Echinopora","MKN9023",0,"IUI-S","25","IUI-S_25"
"673","Erythrastrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"674","Euphyllia","MKN9023",0,"IUI-S","25","IUI-S_25"
"675","Favites","MKN9023",0,"IUI-S","25","IUI-S_25"
"676","Fungia","MKN9023",0,"IUI-S","25","IUI-S_25"
"677","Galaxea","MKN9023",0,"IUI-S","25","IUI-S_25"
"678","Goniastrea","MKN9023",2,"IUI-S","25","IUI-S_25"
"679","Goniopora","MKN9023",0,"IUI-S","25","IUI-S_25"
"680","Gyrosmilia","MKN9023",7,"IUI-S","25","IUI-S_25"
"681","HC","MKN9023",0,"IUI-S","25","IUI-S_25"
"682","Hydnophora","MKN9023",0,"IUI-S","25","IUI-S_25"
"683","Leptastrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"684","Leptoseris","MKN9023",0,"IUI-S","25","IUI-S_25"
"685","Lobophyllia","MKN9023",0,"IUI-S","25","IUI-S_25"
"686","Madracis","MKN9023",0,"IUI-S","25","IUI-S_25"
"687","Merulina","MKN9023",0,"IUI-S","25","IUI-S_25"
"688","Montipora","MKN9023",0,"IUI-S","25","IUI-S_25"
"689","Mycedium","MKN9023",0,"IUI-S","25","IUI-S_25"
"690","Oxypora","MKN9023",0,"IUI-S","25","IUI-S_25"
"691","Pachyseris","MKN9023",0,"IUI-S","25","IUI-S_25"
"692","Paramontastraea","MKN9023",0,"IUI-S","25","IUI-S_25"
"693","Pavona","MKN9023",0,"IUI-S","25","IUI-S_25"
"694","Platygyra","MKN9023",0,"IUI-S","25","IUI-S_25"
"695","Plerogyra","MKN9023",0,"IUI-S","25","IUI-S_25"
"696","Pocillopora","MKN9023",1,"IUI-S","25","IUI-S_25"
"697","Podbacia","MKN9023",0,"IUI-S","25","IUI-S_25"
"698","Porites","MKN9023",0,"IUI-S","25","IUI-S_25"
"699","Psammocora","MKN9023",0,"IUI-S","25","IUI-S_25"
"700","Sclerophyllia","MKN9023",0,"IUI-S","25","IUI-S_25"
"701","Seriatopora","MKN9023",0,"IUI-S","25","IUI-S_25"
"702","Siderastrea","MKN9023",0,"IUI-S","25","IUI-S_25"
"703","Stylophora","MKN9023",0,"IUI-S","25","IUI-S_25"
"704","Turbinaria","MKN9023",0,"IUI-S","25","IUI-S_25"
"705","Acanthastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"706","Acropora","MKN9024",10,"IUI-S","25","IUI-S_25"
"707","Alveopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"708","Astrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"709","Astreopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"710","Blastomussa","MKN9024",0,"IUI-S","25","IUI-S_25"
"711","Coscinaraea","MKN9024",0,"IUI-S","25","IUI-S_25"
"712","Cynarina","MKN9024",0,"IUI-S","25","IUI-S_25"
"713","Cyphastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"714","Dipsastraea","MKN9024",0,"IUI-S","25","IUI-S_25"
"715","Echinophyllia","MKN9024",0,"IUI-S","25","IUI-S_25"
"716","Echinopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"717","Erythrastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"718","Euphyllia","MKN9024",0,"IUI-S","25","IUI-S_25"
"719","Favites","MKN9024",0,"IUI-S","25","IUI-S_25"
"720","Fungia","MKN9024",0,"IUI-S","25","IUI-S_25"
"721","Galaxea","MKN9024",0,"IUI-S","25","IUI-S_25"
"722","Goniastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"723","Goniopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"724","Gyrosmilia","MKN9024",3,"IUI-S","25","IUI-S_25"
"725","HC","MKN9024",1,"IUI-S","25","IUI-S_25"
"726","Hydnophora","MKN9024",0,"IUI-S","25","IUI-S_25"
"727","Leptastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"728","Leptoseris","MKN9024",0,"IUI-S","25","IUI-S_25"
"729","Lobophyllia","MKN9024",0,"IUI-S","25","IUI-S_25"
"730","Madracis","MKN9024",0,"IUI-S","25","IUI-S_25"
"731","Merulina","MKN9024",0,"IUI-S","25","IUI-S_25"
"732","Montipora","MKN9024",1,"IUI-S","25","IUI-S_25"
"733","Mycedium","MKN9024",0,"IUI-S","25","IUI-S_25"
"734","Oxypora","MKN9024",0,"IUI-S","25","IUI-S_25"
"735","Pachyseris","MKN9024",0,"IUI-S","25","IUI-S_25"
"736","Paramontastraea","MKN9024",0,"IUI-S","25","IUI-S_25"
"737","Pavona","MKN9024",0,"IUI-S","25","IUI-S_25"
"738","Platygyra","MKN9024",0,"IUI-S","25","IUI-S_25"
"739","Plerogyra","MKN9024",0,"IUI-S","25","IUI-S_25"
"740","Pocillopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"741","Podbacia","MKN9024",0,"IUI-S","25","IUI-S_25"
"742","Porites","MKN9024",0,"IUI-S","25","IUI-S_25"
"743","Psammocora","MKN9024",0,"IUI-S","25","IUI-S_25"
"744","Sclerophyllia","MKN9024",0,"IUI-S","25","IUI-S_25"
"745","Seriatopora","MKN9024",0,"IUI-S","25","IUI-S_25"
"746","Siderastrea","MKN9024",0,"IUI-S","25","IUI-S_25"
"747","Stylophora","MKN9024",1,"IUI-S","25","IUI-S_25"
"748","Turbinaria","MKN9024",0,"IUI-S","25","IUI-S_25"
"749","Acanthastrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"750","Acropora","MKN9025",11,"IUI-S","25","IUI-S_25"
"751","Alveopora","MKN9025",0,"IUI-S","25","IUI-S_25"
"752","Astrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"753","Astreopora","MKN9025",1,"IUI-S","25","IUI-S_25"
"754","Blastomussa","MKN9025",0,"IUI-S","25","IUI-S_25"
"755","Coscinaraea","MKN9025",0,"IUI-S","25","IUI-S_25"
"756","Cynarina","MKN9025",0,"IUI-S","25","IUI-S_25"
"757","Cyphastrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"758","Dipsastraea","MKN9025",0,"IUI-S","25","IUI-S_25"
"759","Echinophyllia","MKN9025",0,"IUI-S","25","IUI-S_25"
"760","Echinopora","MKN9025",0,"IUI-S","25","IUI-S_25"
"761","Erythrastrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"762","Euphyllia","MKN9025",0,"IUI-S","25","IUI-S_25"
"763","Favites","MKN9025",0,"IUI-S","25","IUI-S_25"
"764","Fungia","MKN9025",0,"IUI-S","25","IUI-S_25"
"765","Galaxea","MKN9025",0,"IUI-S","25","IUI-S_25"
"766","Goniastrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"767","Goniopora","MKN9025",0,"IUI-S","25","IUI-S_25"
"768","Gyrosmilia","MKN9025",6,"IUI-S","25","IUI-S_25"
"769","HC","MKN9025",1,"IUI-S","25","IUI-S_25"
"770","Hydnophora","MKN9025",0,"IUI-S","25","IUI-S_25"
"771","Leptastrea","MKN9025",0,"IUI-S","25","IUI-S_25"
"772","Leptoseris","MKN9025",0,"IUI-S","25","IUI-S_25"
"773","Lobophyllia","MKN9025",0,"IUI-S","25","IUI-S_25"
"774","Madracis","MKN9025",0,"IUI-S","25","IUI-S_25"
"775","Merulina","MKN9025",0,"IUI-S","25","IUI-S_25"
"776","Montipora","MKN9025",0,"IUI-S","25","IUI-S_25"
"777","Mycedium","MKN9025",0,"IUI-S","25","IUI-S_25"
"778","Oxypora","MKN9025",0,"IUI-S","25","IUI-S_25"
"779","Pachyseris","MKN9025",0,"IUI-S","25","IUI-S_25"
"780","Paramontastraea","MKN9025",0,"IUI-S","25","IUI-S_25"
"781","Pavona","MKN9025",0,"IUI-S","25","IUI-S_25"
