"","Coral","PIC","Prevalence","SITE","DEPTH","Site_Depth"
"7416","Leptoseris","MKN9246",0,"IUI-N","5","IUI-N_5"
"7417","Lobophyllia","MKN9246",0,"IUI-N","5","IUI-N_5"
"7418","Madracis","MKN9246",0,"IUI-N","5","IUI-N_5"
"7419","Merulina","MKN9246",0,"IUI-N","5","IUI-N_5"
"7420","Montipora","MKN9246",0,"IUI-N","5","IUI-N_5"
"7421","Mycedium","MKN9246",0,"IUI-N","5","IUI-N_5"
"7422","Oxypora","MKN9246",0,"IUI-N","5","IUI-N_5"
"7423","Pachyseris","MKN9246",0,"IUI-N","5","IUI-N_5"
"7424","Paramontastraea","MKN9246",1,"IUI-N","5","IUI-N_5"
"7425","Pavona","MKN9246",0,"IUI-N","5","IUI-N_5"
"7426","Platygyra","MKN9246",0,"IUI-N","5","IUI-N_5"
"7427","Plerogyra","MKN9246",0,"IUI-N","5","IUI-N_5"
"7428","Pocillopora","MKN9246",6,"IUI-N","5","IUI-N_5"
"7429","Podbacia","MKN9246",0,"IUI-N","5","IUI-N_5"
"7430","Porites","MKN9246",1,"IUI-N","5","IUI-N_5"
"7431","Psammocora","MKN9246",0,"IUI-N","5","IUI-N_5"
"7432","Sclerophyllia","MKN9246",0,"IUI-N","5","IUI-N_5"
"7433","Seriatopora","MKN9246",0,"IUI-N","5","IUI-N_5"
"7434","Siderastrea","MKN9246",0,"IUI-N","5","IUI-N_5"
"7435","Stylophora","MKN9246",1,"IUI-N","5","IUI-N_5"
"7436","Turbinaria","MKN9246",0,"IUI-N","5","IUI-N_5"
"7437","Acanthastrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7438","Acropora","MKN9247",1,"IUI-N","5","IUI-N_5"
"7439","Alveopora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7440","Astrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7441","Astreopora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7442","Blastomussa","MKN9247",0,"IUI-N","5","IUI-N_5"
"7443","Coscinaraea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7444","Cynarina","MKN9247",0,"IUI-N","5","IUI-N_5"
"7445","Cyphastrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7446","Dipsastraea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7447","Echinophyllia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7448","Echinopora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7449","Erythrastrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7450","Euphyllia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7451","Favites","MKN9247",0,"IUI-N","5","IUI-N_5"
"7452","Fungia","MKN9247",1,"IUI-N","5","IUI-N_5"
"7453","Galaxea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7454","Goniastrea","MKN9247",2,"IUI-N","5","IUI-N_5"
"7455","Goniopora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7456","Gyrosmilia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7457","HC","MKN9247",1,"IUI-N","5","IUI-N_5"
"7458","Hydnophora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7459","Leptastrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7460","Leptoseris","MKN9247",0,"IUI-N","5","IUI-N_5"
"7461","Lobophyllia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7462","Madracis","MKN9247",0,"IUI-N","5","IUI-N_5"
"7463","Merulina","MKN9247",0,"IUI-N","5","IUI-N_5"
"7464","Montipora","MKN9247",2,"IUI-N","5","IUI-N_5"
"7465","Mycedium","MKN9247",0,"IUI-N","5","IUI-N_5"
"7466","Oxypora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7467","Pachyseris","MKN9247",0,"IUI-N","5","IUI-N_5"
"7468","Paramontastraea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7469","Pavona","MKN9247",0,"IUI-N","5","IUI-N_5"
"7470","Platygyra","MKN9247",0,"IUI-N","5","IUI-N_5"
"7471","Plerogyra","MKN9247",0,"IUI-N","5","IUI-N_5"
"7472","Pocillopora","MKN9247",5,"IUI-N","5","IUI-N_5"
"7473","Podbacia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7474","Porites","MKN9247",0,"IUI-N","5","IUI-N_5"
"7475","Psammocora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7476","Sclerophyllia","MKN9247",0,"IUI-N","5","IUI-N_5"
"7477","Seriatopora","MKN9247",0,"IUI-N","5","IUI-N_5"
"7478","Siderastrea","MKN9247",0,"IUI-N","5","IUI-N_5"
"7479","Stylophora","MKN9247",2,"IUI-N","5","IUI-N_5"
"7480","Turbinaria","MKN9247",0,"IUI-N","5","IUI-N_5"
"7481","Acanthastrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7482","Acropora","MKN9248",2,"IUI-N","5","IUI-N_5"
"7483","Alveopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7484","Astrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7485","Astreopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7486","Blastomussa","MKN9248",0,"IUI-N","5","IUI-N_5"
"7487","Coscinaraea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7488","Cynarina","MKN9248",0,"IUI-N","5","IUI-N_5"
"7489","Cyphastrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7490","Dipsastraea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7491","Echinophyllia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7492","Echinopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7493","Erythrastrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7494","Euphyllia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7495","Favites","MKN9248",0,"IUI-N","5","IUI-N_5"
"7496","Fungia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7497","Galaxea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7498","Goniastrea","MKN9248",1,"IUI-N","5","IUI-N_5"
"7499","Goniopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7500","Gyrosmilia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7501","HC","MKN9248",0,"IUI-N","5","IUI-N_5"
"7502","Hydnophora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7503","Leptastrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7504","Leptoseris","MKN9248",0,"IUI-N","5","IUI-N_5"
"7505","Lobophyllia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7506","Madracis","MKN9248",0,"IUI-N","5","IUI-N_5"
"7507","Merulina","MKN9248",0,"IUI-N","5","IUI-N_5"
"7508","Montipora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7509","Mycedium","MKN9248",0,"IUI-N","5","IUI-N_5"
"7510","Oxypora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7511","Pachyseris","MKN9248",0,"IUI-N","5","IUI-N_5"
"7512","Paramontastraea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7513","Pavona","MKN9248",0,"IUI-N","5","IUI-N_5"
"7514","Platygyra","MKN9248",0,"IUI-N","5","IUI-N_5"
"7515","Plerogyra","MKN9248",0,"IUI-N","5","IUI-N_5"
"7516","Pocillopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7517","Podbacia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7518","Porites","MKN9248",0,"IUI-N","5","IUI-N_5"
"7519","Psammocora","MKN9248",1,"IUI-N","5","IUI-N_5"
"7520","Sclerophyllia","MKN9248",0,"IUI-N","5","IUI-N_5"
"7521","Seriatopora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7522","Siderastrea","MKN9248",0,"IUI-N","5","IUI-N_5"
"7523","Stylophora","MKN9248",0,"IUI-N","5","IUI-N_5"
"7524","Turbinaria","MKN9248",0,"IUI-N","5","IUI-N_5"
"7525","Acanthastrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7526","Acropora","MKN9249",8,"IUI-N","5","IUI-N_5"
"7527","Alveopora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7528","Astrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7529","Astreopora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7530","Blastomussa","MKN9249",0,"IUI-N","5","IUI-N_5"
"7531","Coscinaraea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7532","Cynarina","MKN9249",0,"IUI-N","5","IUI-N_5"
"7533","Cyphastrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7534","Dipsastraea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7535","Echinophyllia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7536","Echinopora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7537","Erythrastrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7538","Euphyllia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7539","Favites","MKN9249",0,"IUI-N","5","IUI-N_5"
"7540","Fungia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7541","Galaxea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7542","Goniastrea","MKN9249",4,"IUI-N","5","IUI-N_5"
"7543","Goniopora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7544","Gyrosmilia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7545","HC","MKN9249",0,"IUI-N","5","IUI-N_5"
"7546","Hydnophora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7547","Leptastrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7548","Leptoseris","MKN9249",0,"IUI-N","5","IUI-N_5"
"7549","Lobophyllia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7550","Madracis","MKN9249",0,"IUI-N","5","IUI-N_5"
"7551","Merulina","MKN9249",0,"IUI-N","5","IUI-N_5"
"7552","Montipora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7553","Mycedium","MKN9249",0,"IUI-N","5","IUI-N_5"
"7554","Oxypora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7555","Pachyseris","MKN9249",0,"IUI-N","5","IUI-N_5"
"7556","Paramontastraea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7557","Pavona","MKN9249",0,"IUI-N","5","IUI-N_5"
"7558","Platygyra","MKN9249",0,"IUI-N","5","IUI-N_5"
"7559","Plerogyra","MKN9249",0,"IUI-N","5","IUI-N_5"
"7560","Pocillopora","MKN9249",2,"IUI-N","5","IUI-N_5"
"7561","Podbacia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7562","Porites","MKN9249",0,"IUI-N","5","IUI-N_5"
"7563","Psammocora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7564","Sclerophyllia","MKN9249",0,"IUI-N","5","IUI-N_5"
"7565","Seriatopora","MKN9249",0,"IUI-N","5","IUI-N_5"
"7566","Siderastrea","MKN9249",0,"IUI-N","5","IUI-N_5"
"7567","Stylophora","MKN9249",1,"IUI-N","5","IUI-N_5"
"7568","Turbinaria","MKN9249",0,"IUI-N","5","IUI-N_5"
"7569","Acanthastrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7570","Acropora","MKN9250",4,"IUI-N","5","IUI-N_5"
"7571","Alveopora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7572","Astrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7573","Astreopora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7574","Blastomussa","MKN9250",0,"IUI-N","5","IUI-N_5"
"7575","Coscinaraea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7576","Cynarina","MKN9250",0,"IUI-N","5","IUI-N_5"
"7577","Cyphastrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7578","Dipsastraea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7579","Echinophyllia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7580","Echinopora","MKN9250",1,"IUI-N","5","IUI-N_5"
"7581","Erythrastrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7582","Euphyllia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7583","Favites","MKN9250",0,"IUI-N","5","IUI-N_5"
"7584","Fungia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7585","Galaxea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7586","Goniastrea","MKN9250",1,"IUI-N","5","IUI-N_5"
"7587","Goniopora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7588","Gyrosmilia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7589","HC","MKN9250",0,"IUI-N","5","IUI-N_5"
"7590","Hydnophora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7591","Leptastrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7592","Leptoseris","MKN9250",0,"IUI-N","5","IUI-N_5"
"7593","Lobophyllia","MKN9250",2,"IUI-N","5","IUI-N_5"
"7594","Madracis","MKN9250",0,"IUI-N","5","IUI-N_5"
"7595","Merulina","MKN9250",0,"IUI-N","5","IUI-N_5"
"7596","Montipora","MKN9250",1,"IUI-N","5","IUI-N_5"
"7597","Mycedium","MKN9250",0,"IUI-N","5","IUI-N_5"
"7598","Oxypora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7599","Pachyseris","MKN9250",0,"IUI-N","5","IUI-N_5"
"7600","Paramontastraea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7601","Pavona","MKN9250",0,"IUI-N","5","IUI-N_5"
"7602","Platygyra","MKN9250",0,"IUI-N","5","IUI-N_5"
"7603","Plerogyra","MKN9250",0,"IUI-N","5","IUI-N_5"
"7604","Pocillopora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7605","Podbacia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7606","Porites","MKN9250",0,"IUI-N","5","IUI-N_5"
"7607","Psammocora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7608","Sclerophyllia","MKN9250",0,"IUI-N","5","IUI-N_5"
"7609","Seriatopora","MKN9250",0,"IUI-N","5","IUI-N_5"
"7610","Siderastrea","MKN9250",0,"IUI-N","5","IUI-N_5"
"7611","Stylophora","MKN9250",3,"IUI-N","5","IUI-N_5"
"7612","Turbinaria","MKN9250",0,"IUI-N","5","IUI-N_5"
"7613","Acanthastrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7614","Acropora","MKN9251",5,"IUI-N","5","IUI-N_5"
"7615","Alveopora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7616","Astrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7617","Astreopora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7618","Blastomussa","MKN9251",0,"IUI-N","5","IUI-N_5"
"7619","Coscinaraea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7620","Cynarina","MKN9251",0,"IUI-N","5","IUI-N_5"
"7621","Cyphastrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7622","Dipsastraea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7623","Echinophyllia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7624","Echinopora","MKN9251",1,"IUI-N","5","IUI-N_5"
"7625","Erythrastrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7626","Euphyllia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7627","Favites","MKN9251",1,"IUI-N","5","IUI-N_5"
"7628","Fungia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7629","Galaxea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7630","Goniastrea","MKN9251",1,"IUI-N","5","IUI-N_5"
"7631","Goniopora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7632","Gyrosmilia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7633","HC","MKN9251",1,"IUI-N","5","IUI-N_5"
"7634","Hydnophora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7635","Leptastrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7636","Leptoseris","MKN9251",0,"IUI-N","5","IUI-N_5"
"7637","Lobophyllia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7638","Madracis","MKN9251",0,"IUI-N","5","IUI-N_5"
"7639","Merulina","MKN9251",0,"IUI-N","5","IUI-N_5"
"7640","Montipora","MKN9251",3,"IUI-N","5","IUI-N_5"
"7641","Mycedium","MKN9251",0,"IUI-N","5","IUI-N_5"
"7642","Oxypora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7643","Pachyseris","MKN9251",0,"IUI-N","5","IUI-N_5"
"7644","Paramontastraea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7645","Pavona","MKN9251",0,"IUI-N","5","IUI-N_5"
"7646","Platygyra","MKN9251",0,"IUI-N","5","IUI-N_5"
"7647","Plerogyra","MKN9251",8,"IUI-N","5","IUI-N_5"
"7648","Pocillopora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7649","Podbacia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7650","Porites","MKN9251",0,"IUI-N","5","IUI-N_5"
"7651","Psammocora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7652","Sclerophyllia","MKN9251",0,"IUI-N","5","IUI-N_5"
"7653","Seriatopora","MKN9251",0,"IUI-N","5","IUI-N_5"
"7654","Siderastrea","MKN9251",0,"IUI-N","5","IUI-N_5"
"7655","Stylophora","MKN9251",2,"IUI-N","5","IUI-N_5"
"7656","Turbinaria","MKN9251",0,"IUI-N","5","IUI-N_5"
"7657","Acanthastrea","MKN9252",0,"JG","45","JG_45"
"7658","Acropora","MKN9252",1,"JG","45","JG_45"
"7659","Alveopora","MKN9252",0,"JG","45","JG_45"
"7660","Astrea","MKN9252",0,"JG","45","JG_45"
"7661","Astreopora","MKN9252",0,"JG","45","JG_45"
"7662","Blastomussa","MKN9252",0,"JG","45","JG_45"
"7663","Coscinaraea","MKN9252",0,"JG","45","JG_45"
"7664","Cynarina","MKN9252",0,"JG","45","JG_45"
"7665","Cyphastrea","MKN9252",0,"JG","45","JG_45"
"7666","Dipsastraea","MKN9252",0,"JG","45","JG_45"
"7667","Echinophyllia","MKN9252",0,"JG","45","JG_45"
"7668","Echinopora","MKN9252",0,"JG","45","JG_45"
"7669","Erythrastrea","MKN9252",0,"JG","45","JG_45"
"7670","Euphyllia","MKN9252",0,"JG","45","JG_45"
"7671","Favites","MKN9252",0,"JG","45","JG_45"
"7672","Fungia","MKN9252",0,"JG","45","JG_45"
"7673","Galaxea","MKN9252",0,"JG","45","JG_45"
"7674","Goniastrea","MKN9252",0,"JG","45","JG_45"
"7675","Goniopora","MKN9252",0,"JG","45","JG_45"
"7676","Gyrosmilia","MKN9252",0,"JG","45","JG_45"
"7677","HC","MKN9252",2,"JG","45","JG_45"
"7678","Hydnophora","MKN9252",0,"JG","45","JG_45"
"7679","Leptastrea","MKN9252",0,"JG","45","JG_45"
"7680","Leptoseris","MKN9252",0,"JG","45","JG_45"
"7681","Lobophyllia","MKN9252",0,"JG","45","JG_45"
"7682","Madracis","MKN9252",1,"JG","45","JG_45"
"7683","Merulina","MKN9252",0,"JG","45","JG_45"
"7684","Montipora","MKN9252",0,"JG","45","JG_45"
"7685","Mycedium","MKN9252",0,"JG","45","JG_45"
"7686","Oxypora","MKN9252",0,"JG","45","JG_45"
"7687","Pachyseris","MKN9252",0,"JG","45","JG_45"
"7688","Paramontastraea","MKN9252",0,"JG","45","JG_45"
"7689","Pavona","MKN9252",0,"JG","45","JG_45"
"7690","Platygyra","MKN9252",0,"JG","45","JG_45"
"7691","Plerogyra","MKN9252",0,"JG","45","JG_45"
"7692","Pocillopora","MKN9252",0,"JG","45","JG_45"
"7693","Podbacia","MKN9252",0,"JG","45","JG_45"
"7694","Porites","MKN9252",0,"JG","45","JG_45"
"7695","Psammocora","MKN9252",1,"JG","45","JG_45"
"7696","Sclerophyllia","MKN9252",0,"JG","45","JG_45"
"7697","Seriatopora","MKN9252",0,"JG","45","JG_45"
"7698","Siderastrea","MKN9252",0,"JG","45","JG_45"
"7699","Stylophora","MKN9252",1,"JG","45","JG_45"
"7700","Turbinaria","MKN9252",0,"JG","45","JG_45"
"7701","Acanthastrea","MKN9253",0,"JG","45","JG_45"
"7702","Acropora","MKN9253",2,"JG","45","JG_45"
"7703","Alveopora","MKN9253",9,"JG","45","JG_45"
"7704","Astrea","MKN9253",0,"JG","45","JG_45"
"7705","Astreopora","MKN9253",0,"JG","45","JG_45"
"7706","Blastomussa","MKN9253",0,"JG","45","JG_45"
"7707","Coscinaraea","MKN9253",0,"JG","45","JG_45"
"7708","Cynarina","MKN9253",0,"JG","45","JG_45"
"7709","Cyphastrea","MKN9253",0,"JG","45","JG_45"
"7710","Dipsastraea","MKN9253",1,"JG","45","JG_45"
"7711","Echinophyllia","MKN9253",1,"JG","45","JG_45"
"7712","Echinopora","MKN9253",0,"JG","45","JG_45"
"7713","Erythrastrea","MKN9253",0,"JG","45","JG_45"
"7714","Euphyllia","MKN9253",0,"JG","45","JG_45"
"7715","Favites","MKN9253",0,"JG","45","JG_45"
"7716","Fungia","MKN9253",0,"JG","45","JG_45"
"7717","Galaxea","MKN9253",0,"JG","45","JG_45"
"7718","Goniastrea","MKN9253",0,"JG","45","JG_45"
"7719","Goniopora","MKN9253",0,"JG","45","JG_45"
"7720","Gyrosmilia","MKN9253",0,"JG","45","JG_45"
"7721","HC","MKN9253",3,"JG","45","JG_45"
"7722","Hydnophora","MKN9253",0,"JG","45","JG_45"
"7723","Leptastrea","MKN9253",0,"JG","45","JG_45"
"7724","Leptoseris","MKN9253",1,"JG","45","JG_45"
"7725","Lobophyllia","MKN9253",0,"JG","45","JG_45"
"7726","Madracis","MKN9253",0,"JG","45","JG_45"
"7727","Merulina","MKN9253",1,"JG","45","JG_45"
"7728","Montipora","MKN9253",1,"JG","45","JG_45"
"7729","Mycedium","MKN9253",0,"JG","45","JG_45"
"7730","Oxypora","MKN9253",0,"JG","45","JG_45"
"7731","Pachyseris","MKN9253",0,"JG","45","JG_45"
"7732","Paramontastraea","MKN9253",0,"JG","45","JG_45"
"7733","Pavona","MKN9253",0,"JG","45","JG_45"
"7734","Platygyra","MKN9253",0,"JG","45","JG_45"
"7735","Plerogyra","MKN9253",0,"JG","45","JG_45"
"7736","Pocillopora","MKN9253",0,"JG","45","JG_45"
"7737","Podbacia","MKN9253",0,"JG","45","JG_45"
"7738","Porites","MKN9253",0,"JG","45","JG_45"
"7739","Psammocora","MKN9253",0,"JG","45","JG_45"
"7740","Sclerophyllia","MKN9253",0,"JG","45","JG_45"
"7741","Seriatopora","MKN9253",0,"JG","45","JG_45"
"7742","Siderastrea","MKN9253",0,"JG","45","JG_45"
"7743","Stylophora","MKN9253",1,"JG","45","JG_45"
"7744","Turbinaria","MKN9253",0,"JG","45","JG_45"
"7745","Acanthastrea","MKN9256",0,"JG","45","JG_45"
"7746","Acropora","MKN9256",1,"JG","45","JG_45"
"7747","Alveopora","MKN9256",8,"JG","45","JG_45"
"7748","Astrea","MKN9256",0,"JG","45","JG_45"
"7749","Astreopora","MKN9256",0,"JG","45","JG_45"
"7750","Blastomussa","MKN9256",0,"JG","45","JG_45"
"7751","Coscinaraea","MKN9256",0,"JG","45","JG_45"
"7752","Cynarina","MKN9256",0,"JG","45","JG_45"
"7753","Cyphastrea","MKN9256",0,"JG","45","JG_45"
"7754","Dipsastraea","MKN9256",1,"JG","45","JG_45"
"7755","Echinophyllia","MKN9256",0,"JG","45","JG_45"
"7756","Echinopora","MKN9256",0,"JG","45","JG_45"
"7757","Erythrastrea","MKN9256",0,"JG","45","JG_45"
"7758","Euphyllia","MKN9256",0,"JG","45","JG_45"
"7759","Favites","MKN9256",0,"JG","45","JG_45"
"7760","Fungia","MKN9256",0,"JG","45","JG_45"
"7761","Galaxea","MKN9256",0,"JG","45","JG_45"
"7762","Goniastrea","MKN9256",0,"JG","45","JG_45"
"7763","Goniopora","MKN9256",0,"JG","45","JG_45"
"7764","Gyrosmilia","MKN9256",1,"JG","45","JG_45"
"7765","HC","MKN9256",2,"JG","45","JG_45"
"7766","Hydnophora","MKN9256",0,"JG","45","JG_45"
"7767","Leptastrea","MKN9256",0,"JG","45","JG_45"
"7768","Leptoseris","MKN9256",0,"JG","45","JG_45"
"7769","Lobophyllia","MKN9256",0,"JG","45","JG_45"
"7770","Madracis","MKN9256",0,"JG","45","JG_45"
"7771","Merulina","MKN9256",0,"JG","45","JG_45"
"7772","Montipora","MKN9256",0,"JG","45","JG_45"
"7773","Mycedium","MKN9256",0,"JG","45","JG_45"
"7774","Oxypora","MKN9256",0,"JG","45","JG_45"
"7775","Pachyseris","MKN9256",0,"JG","45","JG_45"
"7776","Paramontastraea","MKN9256",0,"JG","45","JG_45"
"7777","Pavona","MKN9256",0,"JG","45","JG_45"
"7778","Platygyra","MKN9256",0,"JG","45","JG_45"
"7779","Plerogyra","MKN9256",0,"JG","45","JG_45"
"7780","Pocillopora","MKN9256",0,"JG","45","JG_45"
"7781","Podbacia","MKN9256",0,"JG","45","JG_45"
"7782","Porites","MKN9256",0,"JG","45","JG_45"
"7783","Psammocora","MKN9256",0,"JG","45","JG_45"
"7784","Sclerophyllia","MKN9256",0,"JG","45","JG_45"
"7785","Seriatopora","MKN9256",0,"JG","45","JG_45"
"7786","Siderastrea","MKN9256",0,"JG","45","JG_45"
"7787","Stylophora","MKN9256",2,"JG","45","JG_45"
"7788","Turbinaria","MKN9256",0,"JG","45","JG_45"
"7789","Acanthastrea","MKN9282",0,"JG","35","JG_35"
"7790","Acropora","MKN9282",5,"JG","35","JG_35"
"7791","Alveopora","MKN9282",0,"JG","35","JG_35"
"7792","Astrea","MKN9282",4,"JG","35","JG_35"
"7793","Astreopora","MKN9282",0,"JG","35","JG_35"
"7794","Blastomussa","MKN9282",0,"JG","35","JG_35"
"7795","Coscinaraea","MKN9282",0,"JG","35","JG_35"
"7796","Cynarina","MKN9282",0,"JG","35","JG_35"
"7797","Cyphastrea","MKN9282",0,"JG","35","JG_35"
"7798","Dipsastraea","MKN9282",0,"JG","35","JG_35"
"7799","Echinophyllia","MKN9282",0,"JG","35","JG_35"
"7800","Echinopora","MKN9282",3,"JG","35","JG_35"
"7801","Erythrastrea","MKN9282",0,"JG","35","JG_35"
"7802","Euphyllia","MKN9282",0,"JG","35","JG_35"
"7803","Favites","MKN9282",0,"JG","35","JG_35"
"7804","Fungia","MKN9282",0,"JG","35","JG_35"
"7805","Galaxea","MKN9282",0,"JG","35","JG_35"
"7806","Goniastrea","MKN9282",0,"JG","35","JG_35"
"7807","Goniopora","MKN9282",0,"JG","35","JG_35"
"7808","Gyrosmilia","MKN9282",0,"JG","35","JG_35"
"7809","HC","MKN9282",3,"JG","35","JG_35"
"7810","Hydnophora","MKN9282",0,"JG","35","JG_35"
"7811","Leptastrea","MKN9282",1,"JG","35","JG_35"
"7812","Leptoseris","MKN9282",0,"JG","35","JG_35"
"7813","Lobophyllia","MKN9282",0,"JG","35","JG_35"
"7814","Madracis","MKN9282",0,"JG","35","JG_35"
"7815","Merulina","MKN9282",0,"JG","35","JG_35"
"7816","Montipora","MKN9282",9,"JG","35","JG_35"
"7817","Mycedium","MKN9282",0,"JG","35","JG_35"
"7818","Oxypora","MKN9282",0,"JG","35","JG_35"
"7819","Pachyseris","MKN9282",0,"JG","35","JG_35"
"7820","Paramontastraea","MKN9282",0,"JG","35","JG_35"
"7821","Pavona","MKN9282",0,"JG","35","JG_35"
"7822","Platygyra","MKN9282",0,"JG","35","JG_35"
"7823","Plerogyra","MKN9282",0,"JG","35","JG_35"
"7824","Pocillopora","MKN9282",0,"JG","35","JG_35"
"7825","Podbacia","MKN9282",0,"JG","35","JG_35"
"7826","Porites","MKN9282",3,"JG","35","JG_35"
